x,y,z
-0.6697345788019988,-0.5616912345931538,-0.4907933578123213
-0.686597229773971,-0.6371122254547446,-0.614832980620096
-0.6470683688467187,-0.7068128976804869,-0.6800880002286296
0.28518354519498185,1.1296721018101539,0.6717890507938343
-0.16850861118212948,0.047279432477388875,-0.21737474511738542
0.2547691191581786,1.160042672557492,0.509022131596731
0.7415920659264039,0.9626109697092882,0.2417100880096588
-0.6904061755156683,-0.6965480325868271,-0.7032176465737026
0.3778261739919417,-0.2881834839770618,-1.4796599483242943
-0.6208437628345592,-0.05478234117746756,0.41862670398141827
-0.70726672155322,-0.10549785543788302,0.24854201509385646
0.28127045972998893,-0.2722404224211258,-1.3235640172357608
-0.6787387203402306,-0.7207735388663777,-0.7387478008078443
-0.1569691093996677,0.08611189557106026,-0.7152528513766384
-0.698098694487747,0.10966461355742137,0.634772423915678
0.6646896577907142,1.1199833659139415,0.8174762116241108
-0.6580584402562547,-0.36497507370021504,-0.1834141676018356
0.1003913532496791,-0.2621309604144015,-1.5947841356903885
0.7829385684384578,0.5025435049568807,-0.6260240261886231
0.15551488297966268,0.04278078964434361,-0.6017252455275659
-0.4814789773213754,0.020799171292407433,0.25906986274418176
0.7263746490518225,0.9089610044896556,0.26230392703793814
-0.5231564769537032,-0.18888131129601549,0.2039429804282804
0.013755524622513475,0.6261664418752714,0.7328517055727728
-0.15048538883972862,0.015380663970051424,-0.16899804273289676
-0.3201641243022416,0.01924614515773738,0.05018379401877286
-0.6757136883490525,0.12719461084672426,0.6616467091521195
-0.5785561503100913,-0.1601199833759377,0.2059665846598923
0.17487356195524187,0.25124983804152323,-0.3001646898540232
-0.6887303300855497,-0.6826312830372363,-0.6846584702985257
-0.2238195156381098,0.32297143075903806,-0.303792257411558
-0.665097979991673,-0.3274879840112247,-0.15969564915416468
0.3947912648698355,-0.6971991663694931,-2.2399066812974557
-0.5597174925943286,-0.13803757280879592,0.25079668618568707
0.4621524656976236,0.6453528969055871,-0.6983247422348307
0.5469288636666727,1.64372368036941,1.4427339136727284
-0.054887830632792504,0.0064853165736854495,-0.8215097275288727
-0.3946485170555908,0.2591415266166736,0.6616643985437736
-0.6900837201486495,-0.15125921485739563,0.15405622981783884
0.09338190017560999,0.6405375020302747,0.7091649850777265
-0.2873865580859807,0.2501148037123227,0.512060249086956
-0.5611576577623718,-0.146852007803199,0.2603663909897205
-0.6711805685297915,-0.543115570973276,-0.46026720204309973
0.3501438950583273,1.2118084724028426,0.678206704757512
0.7703983065037275,0.6157068701925784,-0.4129981708955438
-0.6459444180501467,-0.7206023873103395,-0.7065111920455053
-0.6569772234130976,-0.6766532346955468,-0.6567035111468161
0.26289655002833406,-0.09848444362536395,-0.6262491906992466
-0.5581104753245252,-0.0651715449691017,0.2734396392444652
0.5945511329420493,1.0419347884503691,0.5429988229588081
-0.12906834456940836,0.7377641233103029,0.35130000461608507
0.1423374648359979,0.8872732676598617,0.4189870759368986
-0.5617498238130513,-0.21332104140973368,0.17074515278351288
-0.18057049008733164,0.30141883393159075,0.4486366684450248
0.7534518727043392,0.5085692758468132,-0.6466891093231545
-0.682814878976104,-0.004749398426120533,0.3076920134840096
-0.573962791731589,0.08777562331438638,0.6706471327638389
-0.5680657061248351,-0.22669506110229717,0.1555274238512146
0.5756473584380494,1.0475805943664982,0.581068135738722
0.2271691615179556,1.465341725262981,1.5339201087771968
-0.7360650691865127,0.14234150021542163,0.5194059877465937
-0.587826178208178,0.039309310082235656,0.5793909882268488
0.755319063311133,0.6805408341675785,-0.2723660778594662
0.18135763528299575,-0.6369599992343359,-2.3040692301056795
-0.5281827146529178,-0.2159313222817254,0.17842320737690953
0.38781554356731934,-0.41504238396297316,-1.7930845211924555
-0.6497466900897845,-0.5396604156031181,-0.4255129514552495
0.1513634745594862,-0.5377062119190344,-2.1856287644854526
0.51292633904184,0.6365925742208159,-0.6788561083067237
0.5087354743905793,1.6659985003777842,1.4848645994354919
